name,main_category,ratings,no_of_ratings,discount_price,text_for_embedding
Amozo Designed for iPhone 14 Pro Max Cover | Ultra Hybrid Drop and Camera Protection Back Cover Case for iPhone 14 PRO MAX...,electronics_audio_video,4.1,194,284.0,electronics_audio_video:Amozo Designed for iPhone 14 Pro Max Cover | Ultra Hybrid Drop and Camera Protection Back Cover Case for iPhone 14 PRO MAX...
Eveready Red 1012 AAA Batteries - Pack of 10,electronics_audio_video,4.3,1129,108.0,electronics_audio_video:Eveready Red 1012 AAA Batteries - Pack of 10
TheGiftKart Shockproof Crystal Clear Back Cover Case for Samsung Galaxy A31 | 360 Degree Protection | Protective Design | ...,electronics_audio_video,4.2,140,269.0,electronics_audio_video:TheGiftKart Shockproof Crystal Clear Back Cover Case for Samsung Galaxy A31 | 360 Degree Protection | Protective Design | ...
"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",electronics_audio_video,4.0,1754,8499.0,"electronics_audio_video:Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery"
Amazon Brand - Solimo Back Cover Case for Motorola One Power | Compatible for Motorola One Power Back Cover Case | 360 Deg...,electronics_audio_video,4.2,345,139.0,electronics_audio_video:Amazon Brand - Solimo Back Cover Case for Motorola One Power | Compatible for Motorola One Power Back Cover Case | 360 Deg...
"AmazonBasics RJ45 Cat 7 High-Speed Gigabit Ethernet Patch Internet Cable for Printer, Server - 10Gbps, 600MHz - White, 10-...",electronics_audio_video,4.4,3492,279.0,"electronics_audio_video:AmazonBasics RJ45 Cat 7 High-Speed Gigabit Ethernet Patch Internet Cable for Printer, Server - 10Gbps, 600MHz - White, 10-..."
"ZEBRONICS Zeb- Haze 2.4GHz Wireless Mouse with up to 1200 DPI, Power Saving Mode, Nano Receiver and Plug & Play Usage - Grey",electronics_audio_video,5.0,1,299.0,"electronics_audio_video:ZEBRONICS Zeb- Haze 2.4GHz Wireless Mouse with up to 1200 DPI, Power Saving Mode, Nano Receiver and Plug & Play Usage - Grey"
Brother HL-L2351DW Monochrome Laser Printer with Auto Duplex & Wi-Fi Printing,electronics_audio_video,4.4,324,11899.0,electronics_audio_video:Brother HL-L2351DW Monochrome Laser Printer with Auto Duplex & Wi-Fi Printing
eller santé® 15W Wireless Charger MONTCLAD SERIES Fast charging pad| PD & Qi-Certified with Type C Cable Fireproof ABS for...,electronics_audio_video,4.1,1214,899.0,electronics_audio_video:eller santé® 15W Wireless Charger MONTCLAD SERIES Fast charging pad| PD & Qi-Certified with Type C Cable Fireproof ABS for...
HARRY & JAMES® 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Laptop Desktop Support Windows XP/7/8/10/ an...,electronics_audio_video,5.0,6,149.0,electronics_audio_video:HARRY & JAMES® 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Laptop Desktop Support Windows XP/7/8/10/ an...
"ProElite Smart Trifold Flip Case Cover for Apple iPad 10.2"" 9th Gen (2021) 8th Gen/7th Gen with Pencil Holder, Soft Flexib...",electronics_audio_video,4.3,829,999.0,"electronics_audio_video:ProElite Smart Trifold Flip Case Cover for Apple iPad 10.2"" 9th Gen (2021) 8th Gen/7th Gen with Pencil Holder, Soft Flexib..."
New Fastrack Reflex Beat+ 1.69” UltraVU Display|500 Nits Brightness|60 Sports Modes|24*7 Heart Rate Monitor|SpO2 Monitor|S...,electronics_audio_video,4.0,587,1695.0,electronics_audio_video:New Fastrack Reflex Beat+ 1.69” UltraVU Display|500 Nits Brightness|60 Sports Modes|24*7 Heart Rate Monitor|SpO2 Monitor|S...
TheGiftKart Back Cover Case for Samsung Galaxy M31s (Shockproof | Crystal Clear | Hybrid TPU & PC | Transparent Back | Bla...,electronics_audio_video,4.1,1283,259.0,electronics_audio_video:TheGiftKart Back Cover Case for Samsung Galaxy M31s (Shockproof | Crystal Clear | Hybrid TPU & PC | Transparent Back | Bla...
"Uni Posca Paint Marker Pen, Medium Point, Set of 7 Natural Color (PC-5M 7C)",electronics_audio_video,4.7,4715,1795.0,"electronics_audio_video:Uni Posca Paint Marker Pen, Medium Point, Set of 7 Natural Color (PC-5M 7C)"
"Smart Watch for men women boys 1.3"" OLED HD Display, Multiple watch Faces, SpO2 Monitoring, Sleep Monitor for Boys, Girls,...",electronics_audio_video,4.6,16,399.0,"electronics_audio_video:Smart Watch for men women boys 1.3"" OLED HD Display, Multiple watch Faces, SpO2 Monitoring, Sleep Monitor for Boys, Girls,..."
Cello ColourUp Celebration Kit Gift Pack |12 Wax Crayons Colour Set | 12 Oil Pastels | 15 Mini Sketch Pens | Kids Drawing ...,electronics_audio_video,4.4,13823,133.0,electronics_audio_video:Cello ColourUp Celebration Kit Gift Pack |12 Wax Crayons Colour Set | 12 Oil Pastels | 15 Mini Sketch Pens | Kids Drawing ...
"coconut WM22 Gold Wireless Gaming Mouse, 500 mAh Rechargeable Battery with 7 Color RGB LED Lighting,7 Buttons with Fire Ke...",electronics_audio_video,4.0,4879,798.0,"electronics_audio_video:coconut WM22 Gold Wireless Gaming Mouse, 500 mAh Rechargeable Battery with 7 Color RGB LED Lighting,7 Buttons with Fire Ke..."
House of Quirk Electronic Bag Travel Cable Accessories Bag Double Layer Electronics Organizer Portable Storage Case for Ca...,electronics_audio_video,4.3,6730,599.0,electronics_audio_video:House of Quirk Electronic Bag Travel Cable Accessories Bag Double Layer Electronics Organizer Portable Storage Case for Ca...
TheGiftKart Tough Armor Bumper Back Case Cover for Vivo V27 / V27 PRO 5G | Ring Holder & Kickstand in-Built | 360 Degree P...,electronics_audio_video,5.0,4,349.0,electronics_audio_video:TheGiftKart Tough Armor Bumper Back Case Cover for Vivo V27 / V27 PRO 5G | Ring Holder & Kickstand in-Built | 360 Degree P...
Elzzi Microfiber Logo Cut Cover Compatible for iPhone 13 Case Cushion Liquid Soft Silicone Gel Rubber Phone Non-Slip Full ...,electronics_audio_video,4.0,713,449.0,electronics_audio_video:Elzzi Microfiber Logo Cut Cover Compatible for iPhone 13 Case Cushion Liquid Soft Silicone Gel Rubber Phone Non-Slip Full ...
"Dell USB Wireless Keyboard and Mouse Set- KM3322W, Anti-Fade & Spill-Resistant Keys, up to 36 Month Battery Life, 3Y Advan...",electronics_audio_video,4.2,34720,1299.0,"electronics_audio_video:Dell USB Wireless Keyboard and Mouse Set- KM3322W, Anti-Fade & Spill-Resistant Keys, up to 36 Month Battery Life, 3Y Advan..."
"Lint Remover for Clothes Fabric Shaver Lint Shaver for Woolen Clothes Blanket Jackets Stainless Steel Blades, Clothes and ...",home_kitchen,4.2,853,399.0,"home_kitchen:Lint Remover for Clothes Fabric Shaver Lint Shaver for Woolen Clothes Blanket Jackets Stainless Steel Blades, Clothes and ..."
"Cello Non Stick Induction Base Frying Pan/Tapper Pan, 220 mm, Cherry,Aluminium",home_kitchen,3.8,868,443.0,"home_kitchen:Cello Non Stick Induction Base Frying Pan/Tapper Pan, 220 mm, Cherry,Aluminium"
atomberg Ikano 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spee...,home_kitchen,4.1,545,3120.0,home_kitchen:atomberg Ikano 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spee...
Staedtler 137 C 48 Luna Water Colour Pencil - Pack of 48 (Multicolour),home_kitchen,4.5,2569,1600.0,home_kitchen:Staedtler 137 C 48 Luna Water Colour Pencil - Pack of 48 (Multicolour)
MENORAH - Artist Sketch Book - A4-180 GSM (100 Pages / 50 Sheets) Drawing Notebook - Hard Bound Book - (29.7 cm x 21 cm) -...,home_kitchen,4.6,2656,599.0,home_kitchen:MENORAH - Artist Sketch Book - A4-180 GSM (100 Pages / 50 Sheets) Drawing Notebook - Hard Bound Book - (29.7 cm x 21 cm) -...
"amazelo cart Door Mats for Home Entrance, Welcome Mats Outside, Indoor Rubber Mat, Waterproof Bathmat Heavy Duty for Entry...",home_kitchen,4.2,885,429.0,"home_kitchen:amazelo cart Door Mats for Home Entrance, Welcome Mats Outside, Indoor Rubber Mat, Waterproof Bathmat Heavy Duty for Entry..."
"Treo by Milton All Fresh Borosilicate Glass Tiffin, 400 ml, Set of 3, Transparent",home_kitchen,4.5,1470,1098.0,"home_kitchen:Treo by Milton All Fresh Borosilicate Glass Tiffin, 400 ml, Set of 3, Transparent"
"Elica 60 cm 1200 m3/hr Filterless Auto Clean Chimney with 15 Years Warranty (WDFL 606 HAC LTW MS NERO, Touch + Motion Sens...",home_kitchen,4.5,9688,12999.0,"home_kitchen:Elica 60 cm 1200 m3/hr Filterless Auto Clean Chimney with 15 Years Warranty (WDFL 606 HAC LTW MS NERO, Touch + Motion Sens..."
Flexible Duster For Fan Cleaning Mop With Long Rod | Fan Cleaner Brush With Long Rod | Spider Web Cleaner Stick | Fan Clea...,home_kitchen,4.8,15275,498.0,home_kitchen:Flexible Duster For Fan Cleaning Mop With Long Rod | Fan Cleaner Brush With Long Rod | Spider Web Cleaner Stick | Fan Clea...
Kuber Industries Wooden Simple Numerical Round Shaped Wall Clock for Home Décor Size 25 x 25 CM (Brown),home_kitchen,2.7,1977,348.0,home_kitchen:Kuber Industries Wooden Simple Numerical Round Shaped Wall Clock for Home Décor Size 25 x 25 CM (Brown)
"PRAMUKH FASHION 1000 ml Glass Jar with Air Tight Black-Lid for Kitchen Dried Masla Storage Jar,Honey Jar,Jar and Containe...",home_kitchen,4.3,499,598.0,"home_kitchen:PRAMUKH FASHION 1000 ml Glass Jar with Air Tight Black-Lid for Kitchen Dried Masla Storage Jar,Honey Jar,Jar and Containe..."
"House of Quirk Insulated Reusable Nylon Lunch Bag Tote Bag for Women, Printed Lunch Bag for School, Picnic, Office, Outdoo...",home_kitchen,4.3,896,474.0,"home_kitchen:House of Quirk Insulated Reusable Nylon Lunch Bag Tote Bag for Women, Printed Lunch Bag for School, Picnic, Office, Outdoo..."
SAF Set of 4 Work Hard Beat Talent Motivational UV Coated Home Decorative Gift Item Framed Painting 19 inch X 19 inch SAF_...,home_kitchen,4.3,1211,269.0,home_kitchen:SAF Set of 4 Work Hard Beat Talent Motivational UV Coated Home Decorative Gift Item Framed Painting 19 inch X 19 inch SAF_...
TiedRibbons® Cycle Shape Flower Vase with Peonies Bunches,home_kitchen,4.1,5121,494.0,home_kitchen:TiedRibbons® Cycle Shape Flower Vase with Peonies Bunches
"Pidilite T16 Roff Cera Clean Professional Tile, Floor and Ceramic Cleaner, Multisurface Floor and Tile Cleaner, Removes St...",home_kitchen,3.9,2834,139.0,"home_kitchen:Pidilite T16 Roff Cera Clean Professional Tile, Floor and Ceramic Cleaner, Multisurface Floor and Tile Cleaner, Removes St..."
CENTRA'L'IT Crystal Votives Bowl Candle Holders Tealight Candle Centerpieces for Wedding Home Party Table Decoration (Gold...,home_kitchen,4.6,16,299.0,home_kitchen:CENTRA'L'IT Crystal Votives Bowl Candle Holders Tealight Candle Centerpieces for Wedding Home Party Table Decoration (Gold...
"Kuber Industries 12 Piece Non Woven Travel Shoe Cover, String Bag Organizer, Black - CTLTC039515",home_kitchen,4.5,324,281.2,"home_kitchen:Kuber Industries 12 Piece Non Woven Travel Shoe Cover, String Bag Organizer, Black - CTLTC039515"
"SUJATA Powermatic Plus, Juicer Mixer Grinder, 900 Watts, 2 Jars (White)",home_kitchen,4.4,2849,5925.0,"home_kitchen:SUJATA Powermatic Plus, Juicer Mixer Grinder, 900 Watts, 2 Jars (White)"
"PrettyKrafts F1246 Canvas Laundry Bag, Toy Storage, Laundry Storage (45 L) (Set of 2 Pieces)- Black Wave",home_kitchen,4.1,13231,320.0,"home_kitchen:PrettyKrafts F1246 Canvas Laundry Bag, Toy Storage, Laundry Storage (45 L) (Set of 2 Pieces)- Black Wave"
Finish Dishwasher Salt - 2Kg | Softens hard water | Recommended by Most Dishwasher Brands,home_kitchen,4.5,10085,349.0,home_kitchen:Finish Dishwasher Salt - 2Kg | Softens hard water | Recommended by Most Dishwasher Brands
KENT Ultra Storage UV Water Purifier (11042) | UV+UF Water Purification | Wall Mountable | 8L Storage | 60 L/hr Output | W...,home_kitchen,4.0,3371,7989.0,home_kitchen:KENT Ultra Storage UV Water Purifier (11042) | UV+UF Water Purification | Wall Mountable | 8L Storage | 60 L/hr Output | W...
"HYLOL Portable and Reusable Insulated Nylon Lunch Bags Women Work, Student Kids, Thermal Cooler Bag Picnic Organizer Stora...",home_kitchen,3.8,295,249.0,"home_kitchen:HYLOL Portable and Reusable Insulated Nylon Lunch Bags Women Work, Student Kids, Thermal Cooler Bag Picnic Organizer Stora..."
"Speedex Stainless Steel Water Bottle 500 ML Water Bottles For Kids, School,Gym,Home,office,Boys, Girls Leak Proof(Sipper C...",home_kitchen,4.0,18,369.0,"home_kitchen:Speedex Stainless Steel Water Bottle 500 ML Water Bottles For Kids, School,Gym,Home,office,Boys, Girls Leak Proof(Sipper C..."
"Cello Checkers Plastic PET Canister Set, 18 Pieces, Clear",home_kitchen,4.4,67514,569.0,"home_kitchen:Cello Checkers Plastic PET Canister Set, 18 Pieces, Clear"
"Smart Saver Reusable Vacuum Storage Bags Ziplock Space for Travel with hand pump, Plastic bags clothes blanket cover bag t...",home_kitchen,4.2,805,1349.0,"home_kitchen:Smart Saver Reusable Vacuum Storage Bags Ziplock Space for Travel with hand pump, Plastic bags clothes blanket cover bag t..."
"Global Mall Flexible Silicone Shape Honeycomb 37 Cavity Ice Cube Mould Tray for Freezer, Chocolate Cake Maker, Ice Trays f...",home_kitchen,3.7,6,99.0,"home_kitchen:Global Mall Flexible Silicone Shape Honeycomb 37 Cavity Ice Cube Mould Tray for Freezer, Chocolate Cake Maker, Ice Trays f..."
"CAZOO Bed Sheet Tucker Tool - Durable Bed Maker Tool Handy Bed Sheet Tightener for Hotel, Bedsheet Change Helper, Tuck She...",home_kitchen,4.5,16,199.0,"home_kitchen:CAZOO Bed Sheet Tucker Tool - Durable Bed Maker Tool Handy Bed Sheet Tightener for Hotel, Bedsheet Change Helper, Tuck She..."
"LG 8 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (T80SJMB1Z, Middle Black, Jet Spray+)",home_kitchen,4.4,545,23850.0,"home_kitchen:LG 8 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (T80SJMB1Z, Middle Black, Jet Spray+)"
"Whirlpool 245 L 3 Star Frost-Free Inverter Double Door Refrigerator (NEO DF258 ROY GERMAN STEEL (3S-N, German Steel, 2022 ...",home_kitchen,4.2,1045,23490.0,"home_kitchen:Whirlpool 245 L 3 Star Frost-Free Inverter Double Door Refrigerator (NEO DF258 ROY GERMAN STEEL (3S-N, German Steel, 2022 ..."
"Gemini Big Bullet Jar for Mixer Grinder (530 ML) with Gym Sipper Cap ABS Transparent Plastic Mixer Juicer Jar, Black",home_kitchen,4.1,4,340.0,"home_kitchen:Gemini Big Bullet Jar for Mixer Grinder (530 ML) with Gym Sipper Cap ABS Transparent Plastic Mixer Juicer Jar, Black"
Faber-Castell Jumbo Wax Crayons - 24 Shades,home_kitchen,4.3,2238,100.0,home_kitchen:Faber-Castell Jumbo Wax Crayons - 24 Shades
"ZSIGNS 46PCS 1/4 inch Drive Socket Set,Metric Ratchet Wrench Set with 4-14mm CR-V Sockets,S2 Bits,Extension Bars,Mechanic ...",home_kitchen,4.3,965,728.0,"home_kitchen:ZSIGNS 46PCS 1/4 inch Drive Socket Set,Metric Ratchet Wrench Set with 4-14mm CR-V Sockets,S2 Bits,Extension Bars,Mechanic ..."
"Voltas 1.4 Ton 3 Star Inverter Split AC(Copper, Adjustable Cooling, Anti-dust Filter, 2023 Model, 173V Vectra Platina, White)",home_kitchen,4.1,1666,31990.0,"home_kitchen:Voltas 1.4 Ton 3 Star Inverter Split AC(Copper, Adjustable Cooling, Anti-dust Filter, 2023 Model, 173V Vectra Platina, White)"
MACCA Brand - XXXL Clasic Bean Bag Filled with Beans Ready to Use (Faux Leather) (Navy Blue),home_kitchen,4.1,5,1595.0,home_kitchen:MACCA Brand - XXXL Clasic Bean Bag Filled with Beans Ready to Use (Faux Leather) (Navy Blue)
"ADA Wrought Iron Coat Rack Hanger Creative Fashion Bedroom for Hanging Clothes Shelves, Wrought Iron Racks Standing Coat R...",home_kitchen,3.8,1311,849.0,"home_kitchen:ADA Wrought Iron Coat Rack Hanger Creative Fashion Bedroom for Hanging Clothes Shelves, Wrought Iron Racks Standing Coat R..."
Godrej Nav-tal Ultra XL+ 3 Ton Brass Finish Padlock with 4 Common Keys (Pack of 2),home_kitchen,4.5,271,1424.0,home_kitchen:Godrej Nav-tal Ultra XL+ 3 Ton Brass Finish Padlock with 4 Common Keys (Pack of 2)
P.erforma 50 Strip,home_kitchen,4.7,4,730.0,home_kitchen:P.erforma 50 Strip
"RYLAN Mandoline Chopper for Kitchen Vegetable Cutter for Kitchen Slicer Stainless Steel Vegetable Chopper, Onion Cutter wi...",home_kitchen,4.5,157,711.0,"home_kitchen:RYLAN Mandoline Chopper for Kitchen Vegetable Cutter for Kitchen Slicer Stainless Steel Vegetable Chopper, Onion Cutter wi..."
"RYLAN Mandoline Chopper for Kitchen Vegetable Cutter for Kitchen Slicer Stainless Steel Vegetable Chopper, Onion Cutter wi...",home_kitchen,4.5,157,711.0,"home_kitchen:RYLAN Mandoline Chopper for Kitchen Vegetable Cutter for Kitchen Slicer Stainless Steel Vegetable Chopper, Onion Cutter wi..."
Bulfyss 36 Grid Cells Plastic Multipurpose Jewelry Organizer Storage Box - Transparent,home_kitchen,4.3,1193,299.0,home_kitchen:Bulfyss 36 Grid Cells Plastic Multipurpose Jewelry Organizer Storage Box - Transparent
"Generic JMD Long Combination Spanner/Wrench Set Tools kit/12 Piece Tools kit for Home use - Professional Spanners , Open End",home_kitchen,3.0,132,339.0,"home_kitchen:Generic JMD Long Combination Spanner/Wrench Set Tools kit/12 Piece Tools kit for Home use - Professional Spanners , Open End"
"Inditradition Drawer Organizer, Dividers, Closet Storage Box | Multi-Purpose, ABS Plastic, Multi-Color (Pack of 4)",home_kitchen,4.0,773,299.0,"home_kitchen:Inditradition Drawer Organizer, Dividers, Closet Storage Box | Multi-Purpose, ABS Plastic, Multi-Color (Pack of 4)"
Kuber Industries Storage Box|Toy Box Storage For Kids|Foldable Storage Box|Closet Organizer Box with Handle|Metalic Lahriy...,home_kitchen,3.9,2334,399.0,home_kitchen:Kuber Industries Storage Box|Toy Box Storage For Kids|Foldable Storage Box|Closet Organizer Box with Handle|Metalic Lahriy...
Plantex Bathroom Accessories-Stainless Steel 304 Grade Folding Towel Rack/Towel Hanger/Bathroom Organizer(24 Inch-Chrome),home_kitchen,4.0,570,1399.0,home_kitchen:Plantex Bathroom Accessories-Stainless Steel 304 Grade Folding Towel Rack/Towel Hanger/Bathroom Organizer(24 Inch-Chrome)
"GaxQuly Single Sided Home Tile Sticker Mildewproof Gap sealing tape waterproof, gold tiles tape for floor tile wall décor,...",home_kitchen,3.6,263,325.0,"home_kitchen:GaxQuly Single Sided Home Tile Sticker Mildewproof Gap sealing tape waterproof, gold tiles tape for floor tile wall décor,..."
"Acko 1 Year Extended Warranty for ACs from Rs-30,000 to Rs-40,000 (Email Delivery)",home_kitchen,4.1,316,1349.0,"home_kitchen:Acko 1 Year Extended Warranty for ACs from Rs-30,000 to Rs-40,000 (Email Delivery)"
Cri8Hub Stainless Steel Kitchens Large Size Cup Stand Steel V Shape Cup Stand Pieces Coffee Cup Holder with 12 Hooks for C...,home_kitchen,4.1,482,225.0,home_kitchen:Cri8Hub Stainless Steel Kitchens Large Size Cup Stand Steel V Shape Cup Stand Pieces Coffee Cup Holder with 12 Hooks for C...
"AGARO Grand 17Pcs Kitchen Knife Set with Acrylic Stand, High Carbon Stainless Steel, Professional Chef Knife Set for Kitch...",home_kitchen,4.6,540,2699.0,"home_kitchen:AGARO Grand 17Pcs Kitchen Knife Set with Acrylic Stand, High Carbon Stainless Steel, Professional Chef Knife Set for Kitch..."
"PS SHEVIN Roti Flat Iron Tawa Wider Base Cast (Stainless Steel Handle) Roti Tava, Induction Base Tawa 10 Inch for Roti Par...",home_kitchen,3.1,20,299.0,"home_kitchen:PS SHEVIN Roti Flat Iron Tawa Wider Base Cast (Stainless Steel Handle) Roti Tava, Induction Base Tawa 10 Inch for Roti Par..."
"UN1QUE X1 Mini Fan Portable Hand Fan with Powerful Brushless Motor - Small, Lightweight,3 Speeds,USB Rechargeable for Indo...",home_kitchen,3.7,11,699.0,"home_kitchen:UN1QUE X1 Mini Fan Portable Hand Fan with Powerful Brushless Motor - Small, Lightweight,3 Speeds,USB Rechargeable for Indo..."
